F3,F4,T3,T4,C1,C2
-0.4858359,2.2759669,-0.6338493,1.9375705,-0.3160136,1.4630622
-0.6262625,2.0093439,-0.4435749,2.0473349,-0.6385968,2.3503857
-0.1414544,1.7514601,0.2010142,1.8089032,-0.5614725,2.2090120
-0.2283211,1.8847288,0.8734187,2.0722620,-0.2121727,1.6032094
-0.3058701,2.0483158,0.5726232,2.3154333,0.0082213,1.9160773
-0.2013620,2.1259968,0.4342546,2.2146344,-0.5903728,1.3795885
-0.0698400,2.0352924,0.7897708,2.1563673,-0.9802418,0.6696397
0.3378302,1.9383999,0.2282103,1.7357348,-0.5212300,1.2401365
0.4036352,2.1007295,0.0987103,1.5053010,-0.1943383,1.3385081
0.1901293,1.7881815,0.3471432,1.4092749,-0.6592512,0.6953451
0.1379119,1.6279701,0.2882246,1.4040014,-0.4184094,0.9492753
0.2326827,1.9413575,0.0744639,1.7090437,-0.4127079,1.2714497
-0.1096104,1.5947520,0.7737576,1.6267569,-0.6986005,0.5491812
-0.1517787,1.5063111,0.7055833,1.3482637,-0.7127362,0.3610325
-0.6086800,0.7638320,-0.1949021,1.1270962,-0.7533330,0.7082177
-1.0410894,0.7637823,-0.9044901,0.7992299,-1.7662038,0.2682878
-1.2411660,0.7907883,-1.1281178,0.7712157,-1.3941454,0.3442365
-1.7465975,0.8923792,-1.5618299,0.8638231,-1.3612326,0.6341812
-1.7179216,0.9911322,-2.2089508,0.8423835,-1.5722606,1.0594473
-1.2591214,0.7725809,-1.8015186,1.2366085,-1.8532150,0.5941733
